Year	ID_mesh	ID_tipologia	Categoria	Nome	Deforestation	Reforestation	Growth_Urban	Growth_Mining	Growth_Pasture	Growth_Agriculture	Forest	NonForest	Water	Others	Urban	Mining	Pasture	Agriculture	0	3	4	6	11	12	15	24	30	33	41
2016	31	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.060299999999998	0	0	0	0.0603	0	20.9952	0.2529	0	0	0	0	0.1692	0	NA	20.9952	NA	0.0837	NA	NA	0.1692	NA	NA	NA	NA
2017	31	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0846000000000018	0	0	0	0.0846	0	20.9106	0.3375	0	0	0	0	0.2538	0	NA	20.9106	NA	0.0837	NA	NA	0.2538	NA	NA	NA	NA
2018	31	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0296999999999983	0	0	0	0.0297	0	20.8809	0.3672	0	0	0	0	0.2835	0	NA	20.8809	NA	0.0837	NA	NA	0.2835	NA	NA	NA	NA
2019	31	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0576000000000008	0	0	0	0.0576	0	20.8233	0.4248	0	0	0	0	0.3411	0	NA	20.8233	NA	0.0837	NA	NA	0.3411	NA	NA	NA	NA
2020	31	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0125999999999991	0	0	0	0.0126	0	20.8107	0.4374	0	0	0	0	0.3537	0	NA	20.8107	NA	0.0837	NA	NA	0.3537	NA	NA	NA	NA
2021	31	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0152999999999999	0	0	0	0.0153	0	20.7954	0.4527	0	0	0	0	0.369	0	NA	20.7954	NA	0.0837	NA	NA	0.369	NA	NA	NA	NA
2022	31	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0648000000000017	0	0	0	0.0657	0	20.7306	0.5175	0	0	0	0	0.4347	0	NA	20.7306	NA	0.0828	NA	NA	0.4347	NA	NA	NA	NA
2013	32	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	25.0686	0.0297	0	0	0	0	0.0288	0	NA	25.0686	NA	0.0009	NA	NA	0.0288	NA	NA	NA	NA
2014	32	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0360000000000014	0	0	0	0.036	0	25.0326	0.0657	0	0	0	0	0.0648	0	NA	25.0326	NA	0.0009	NA	NA	0.0648	NA	NA	NA	NA
2015	32	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0170999999999992	0	0	0	0.0171	0	25.0155	0.0828	0	0	0	0	0.0819	0	NA	25.0155	NA	0.0009	NA	NA	0.0819	NA	NA	NA	NA
2016	32	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0305999999999997	0	0	0	0.0306	0	24.9849	0.1134	0	0	0	0	0.1125	0	NA	24.9849	NA	0.0009	NA	NA	0.1125	NA	NA	NA	NA
2017	32	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0350999999999999	0	0	0	0.0351	0	24.9498	0.1485	0	0	0	0	0.1476	0	NA	24.9498	NA	0.0009	NA	NA	0.1476	NA	NA	NA	NA
2018	32	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00720000000000098	0	0	0	0.00719999999999998	0	24.9426	0.1557	0	0	0	0	0.1548	0	NA	24.9426	NA	0.0009	NA	NA	0.1548	NA	NA	NA	NA
2019	32	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0225000000000009	0	0	0	0.0225	0	24.9201	0.1782	0	0	0	0	0.1773	0	NA	24.9201	NA	0.0009	NA	NA	0.1773	NA	NA	NA	NA
2020	32	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00270000000000081	0	0	0	0	24.9228	0.1755	0	0	0	0	0.1746	0	NA	24.9228	NA	0.0009	NA	NA	0.1746	NA	NA	NA	NA
2021	32	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00629999999999953	0	0	0	0.0063	0	24.9165	0.1818	0	0	0	0	0.1809	0	NA	24.9165	NA	0.0009	NA	NA	0.1809	NA	NA	NA	NA
2022	32	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0125999999999991	0	0	0	0.0126	0	24.9039	0.1944	0	0	0	0	0.1935	0	NA	24.9039	NA	0.0009	NA	NA	0.1935	NA	NA	NA	NA
2013	33	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	24.5331	0.567	0	0	0	0	0.5625	0	NA	24.5331	NA	NA	NA	0.0045	0.5625	NA	NA	NA	NA
2014	33	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0495000000000019	0	0	0	0.0477	0	24.4836	0.6165	0	0	0	0	0.6102	0	NA	24.4836	NA	NA	NA	0.0063	0.6102	NA	NA	NA	NA
2015	33	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0243000000000002	0	0	0	0.0243	0	24.4593	0.6408	0	0	0	0	0.6345	0	NA	24.4593	NA	NA	NA	0.0063	0.6345	NA	NA	NA	NA
2016	33	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00629999999999953	0	0	0	0.00719999999999998	0	24.453	0.6471	0	0	0	0	0.6417	0	NA	24.453	NA	NA	NA	0.0054	0.6417	NA	NA	NA	NA
2017	33	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0305999999999997	0	0	0	0.036	0	24.4224	0.6777	0	0	0	0	0.6777	0	NA	24.4224	NA	NA	NA	NA	0.6777	NA	NA	NA	NA
2018	33	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00359999999999872	0	0	0	0	24.426	0.6741	0	0	0	0	0.6741	0	NA	24.426	NA	NA	NA	NA	0.6741	NA	NA	NA	NA
2019	33	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0368999999999993	0	0	0	0.0368999999999999	0	24.3891	0.711	0	0	0	0	0.711	0	NA	24.3891	NA	NA	NA	NA	0.711	NA	NA	NA	NA
2020	33	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0764999999999993	0	0	0	0.0765	0	24.3126	0.7875	0	0	0	0	0.7875	0	NA	24.3126	NA	NA	NA	NA	0.7875	NA	NA	NA	NA
2021	33	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0288000000000004	0	0	0	0.018	0	24.2838	0.8163	0	0	0	0	0.8055	0	NA	24.2838	NA	NA	NA	0.0108	0.8055	NA	NA	NA	NA
2022	33	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0603000000000016	0	0	0	0.0710999999999999	0	24.2235	0.8766	0	0	0	0	0.8766	0	NA	24.2235	NA	NA	NA	NA	0.8766	NA	NA	NA	NA
2013	34	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	25.0731	0.027	0	0	0	0	0.027	0	NA	25.0731	NA	NA	NA	NA	0.027	NA	NA	NA	NA
2014	34	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00629999999999953	0	0	0	0.0063	0	25.0668	0.0333	0	0	0	0	0.0333	0	NA	25.0668	NA	NA	NA	NA	0.0333	NA	NA	NA	NA
2015	34	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.027000000000001	0	0	0	0.027	0	25.0398	0.0603	0	0	0	0	0.0603	0	NA	25.0398	NA	NA	NA	NA	0.0603	NA	NA	NA	NA
2016	34	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0152999999999999	0	0	0	0.0153	0	25.0245	0.0756	0	0	0	0	0.0756	0	NA	25.0245	NA	NA	NA	NA	0.0756	NA	NA	NA	NA
2017	34	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0450000000000017	0	0	0	0.045	0	24.9795	0.1206	0	0	0	0	0.1206	0	NA	24.9795	NA	NA	NA	NA	0.1206	NA	NA	NA	NA
2018	34	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0278999999999989	0	0	0	0.0279	0	24.9516	0.1485	0	0	0	0	0.1485	0	NA	24.9516	NA	NA	NA	NA	0.1485	NA	NA	NA	NA
2019	34	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0162000000000013	0	0	0	0.0162	0	24.9354	0.1647	0	0	0	0	0.1647	0	NA	24.9354	NA	NA	NA	NA	0.1647	NA	NA	NA	NA
2020	34	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0233999999999988	0	0	0	0.0234	0	24.912	0.1881	0	0	0	0	0.1881	0	NA	24.912	NA	NA	NA	NA	0.1881	NA	NA	NA	NA
2021	34	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.067499999999999	0	0	0	0.0675	0	24.8445	0.2556	0	0	0	0	0.2556	0	NA	24.8445	NA	NA	NA	NA	0.2556	NA	NA	NA	NA
2022	34	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0764999999999993	0	0	0	0.0765	0	24.768	0.3321	0	0	0	0	0.3321	0	NA	24.768	NA	NA	NA	NA	0.3321	NA	NA	NA	NA
2013	35	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	13.086	0	0	0	0	0	0	0	NA	13.086	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014	35	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	13.086	0	0	0	0	0	0	0	NA	13.086	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015	35	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	13.086	0	0	0	0	0	0	0	NA	13.086	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016	35	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	13.086	0	0	0	0	0	0	0	NA	13.086	NA	NA	NA	NA	NA	NA	NA	NA	NA
2017	35	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	13.086	0	0	0	0	0	0	0	NA	13.086	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018	35	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	13.086	0	0	0	0	0	0	0	NA	13.086	NA	NA	NA	NA	NA	NA	NA	NA	NA
2019	35	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	13.086	0	0	0	0	0	0	0	NA	13.086	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020	35	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	13.086	0	0	0	0	0	0	0	NA	13.086	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	35	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	13.086	0	0	0	0	0	0	0	NA	13.086	NA	NA	NA	NA	NA	NA	NA	NA	NA
2022	35	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	13.086	0	0	0	0	0	0	0	NA	13.086	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	36	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	10.9179	0	0	0	0	0	0	0	NA	10.9179	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014	36	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	10.9179	0	0	0	0	0	0	0	NA	10.9179	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015	36	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	10.9179	0	0	0	0	0	0	0	NA	10.9179	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016	36	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	10.9179	0	0	0	0	0	0	0	NA	10.9179	NA	NA	NA	NA	NA	NA	NA	NA	NA
2017	36	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	10.9179	0	0	0	0	0	0	0	NA	10.9179	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018	36	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	10.9179	0	0	0	0	0	0	0	NA	10.9179	NA	NA	NA	NA	NA	NA	NA	NA	NA
2019	36	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	10.9179	0	0	0	0	0	0	0	NA	10.9179	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020	36	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	10.9179	0	0	0	0	0	0	0	NA	10.9179	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	36	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	10.9179	0	0	0	0	0	0	0	NA	10.9179	NA	NA	NA	NA	NA	NA	NA	NA	NA
2022	36	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	10.9179	0	0	0	0	0	0	0	NA	10.9179	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	37	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	23.8329	0.6894	0	0	0	0	0.6894	0	NA	23.8329	NA	NA	NA	NA	0.6894	NA	NA	NA	NA
2014	37	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.1251	0	0	0	0	23.958	0.5643	0	0	0	0	0.5643	0	NA	23.958	NA	NA	NA	NA	0.5643	NA	NA	NA	NA
2015	37	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0495000000000019	0	0	0	0	24.0075	0.5148	0	0	0	0	0.5148	0	NA	24.0075	NA	NA	NA	NA	0.5148	NA	NA	NA	NA
2016	37	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00360000000000227	0	0	0	0.00359999999999994	0	24.0039	0.5184	0	0	0	0	0.5184	0	NA	24.0039	NA	NA	NA	NA	0.5184	NA	NA	NA	NA
2017	37	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0116999999999976	0	0	0	0.0117	0	23.9922	0.5301	0	0	0	0	0.5301	0	NA	23.9922	NA	NA	NA	NA	0.5301	NA	NA	NA	NA
2018	37	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0503999999999998	0	0	0	0	24.0426	0.4797	0	0	0	0	0.4797	0	NA	24.0426	NA	NA	NA	NA	0.4797	NA	NA	NA	NA
2019	37	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0260999999999996	0	0	0	0.0261000000000001	0	24.0165	0.5058	0	0	0	0	0.5058	0	NA	24.0165	NA	NA	NA	NA	0.5058	NA	NA	NA	NA
2020	37	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0171000000000028	0	0	0	0.0171	0	23.9994	0.5229	0	0	0	0	0.5229	0	NA	23.9994	NA	NA	NA	NA	0.5229	NA	NA	NA	NA
2021	37	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00450000000000017	0	0	0	0.00449999999999995	0	23.9949	0.5274	0	0	0	0	0.5274	0	NA	23.9949	NA	NA	NA	NA	0.5274	NA	NA	NA	NA
2022	37	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0593999999999966	0	0	0	0.0594	0	23.9355	0.5868	0	0	0	0	0.5868	0	NA	23.9355	NA	NA	NA	NA	0.5868	NA	NA	NA	NA
2013	38	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	25.083	0.0171	0	0	0	0	0.0171	0	NA	25.083	NA	NA	NA	NA	0.0171	NA	NA	NA	NA
2014	38	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.000899999999997902	0	0	0	0.000899999999999998	0	25.0821	0.018	0	0	0	0	0.018	0	NA	25.0821	NA	NA	NA	NA	0.018	NA	NA	NA	NA
2015	38	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.0821	0.018	0	0	0	0	0.018	0	NA	25.0821	NA	NA	NA	NA	0.018	NA	NA	NA	NA
2016	38	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00450000000000017	0	0	0	0.0045	0	25.0776	0.0225	0	0	0	0	0.0225	0	NA	25.0776	NA	NA	NA	NA	0.0225	NA	NA	NA	NA
2017	38	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.000899999999997902	0	0	0	0	25.0785	0.0216	0	0	0	0	0.0216	0	NA	25.0785	NA	NA	NA	NA	0.0216	NA	NA	NA	NA
2018	38	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00179999999999936	0	0	0	0	25.0803	0.0198	0	0	0	0	0.0198	0	NA	25.0803	NA	NA	NA	NA	0.0198	NA	NA	NA	NA
2019	38	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00629999999999953	0	0	0	0.0063	0	25.074	0.0261	0	0	0	0	0.0261	0	NA	25.074	NA	NA	NA	NA	0.0261	NA	NA	NA	NA
2020	38	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00179999999999936	0	0	0	0.0018	0	25.0722	0.0279	0	0	0	0	0.0279	0	NA	25.0722	NA	NA	NA	NA	0.0279	NA	NA	NA	NA
2021	38	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0161999999999978	0	0	0	0.0162	0	25.056	0.0441	0	0	0	0	0.0441	0	NA	25.056	NA	NA	NA	NA	0.0441	NA	NA	NA	NA
2022	38	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00180000000000291	0	0	0	0.0018	0	25.0542	0.0459	0	0	0	0	0.0459	0	NA	25.0542	NA	NA	NA	NA	0.0459	NA	NA	NA	NA
2013	39	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014	39	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015	39	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016	39	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2017	39	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018	39	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2019	39	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020	39	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	39	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2022	39	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	40	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014	40	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015	40	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016	40	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2017	40	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018	40	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2019	40	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020	40	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	40	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2022	40	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	41	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014	41	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015	41	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016	41	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2017	41	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018	41	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2019	41	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020	41	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	41	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2022	41	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	42	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	25.0227	0.0774	0	0	0	0	0	0	NA	25.0227	NA	0.0774	NA	NA	NA	NA	NA	NA	NA
2014	42	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.0227	0.0774	0	0	0	0	0	0	NA	25.0227	NA	0.0774	NA	NA	NA	NA	NA	NA	NA
2015	42	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.0227	0.0774	0	0	0	0	0	0	NA	25.0227	NA	0.0774	NA	NA	NA	NA	NA	NA	NA
2016	42	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.0227	0.0774	0	0	0	0	0	0	NA	25.0227	NA	0.0774	NA	NA	NA	NA	NA	NA	NA
2017	42	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.0227	0.0774	0	0	0	0	0	0	NA	25.0227	NA	0.0774	NA	NA	NA	NA	NA	NA	NA
2018	42	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.0227	0.0774	0	0	0	0	0	0	NA	25.0227	NA	0.0774	NA	NA	NA	NA	NA	NA	NA
2019	42	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.0227	0.0774	0	0	0	0	0	0	NA	25.0227	NA	0.0774	NA	NA	NA	NA	NA	NA	NA
2020	42	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.0227	0.0774	0	0	0	0	0	0	NA	25.0227	NA	0.0774	NA	NA	NA	NA	NA	NA	NA
2021	42	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.0227	0.0774	0	0	0	0	0	0	NA	25.0227	NA	0.0774	NA	NA	NA	NA	NA	NA	NA
2022	42	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.0227	0.0774	0	0	0	0	0	0	NA	25.0227	NA	0.0774	NA	NA	NA	NA	NA	NA	NA
